sample	MSMclade_isolate
ERR1364110	1
ERR1364111	1
ERR1364113	0
ERR1364114	0
ERR1364118	0
ERR1364119	1
ERR1364120	1
ERR1364122	1
ERR1364123	1
ERR1364124	0
ERR1364126	1
ERR1364128	1
ERR1364130	1
ERR1364131	1
ERR1364132	1
ERR1364133	1
ERR1364134	1
ERR1364136	1
ERR1364139	0
ERR1364140	0
ERR1364141	0
ERR1541622	1
ERR1541624	1
ERR1541625	0
ERR1541626	0
ERR1541627	0
ERR1541628	0
ERR1541629	1
ERR1541630	1
ERR1541631	0
ERR1541632	0
ERR1541633	0
ERR1541634	0
ERR1541635	1
ERR1541636	0
ERR1541637	0
ERR1541638	0
ERR1541639	1
ERR1541640	0
ERR1541641	0
ERR1541642	0
ERR1541643	0
ERR1541644	0
ERR1541645	0
ERR1541646	0
ERR1541647	1
ERR1541648	0
ERR1541649	0
ERR1541650	0
ERR1541651	0
ERR1541652	1
ERR1541653	1
ERR1541654	1
ERR1541655	0
ERR1541656	1
ERR1541657	1
ERR1541658	0
ERR1541659	1
ERR1541660	0
ERR1541661	1
ERR1541662	0
ERR200393	0
ERR200394	0
ERR200395	0
ERR200396	0
ERR200397	0
ERR200398	0
ERR200399	0
ERR200400	0
ERR200401	0
ERR200402	0
ERR200403	0
ERR200404	0
ERR200405	0
ERR200406	0
ERR200407	0
ERR200408	0
ERR200409	0
ERR200410	0
ERR200411	0
ERR200412	0
ERR217018	0
ERR230485	1
ERR230486	1
ERR230487	0
ERR230488	0
ERR230489	1
ERR230490	0
ERR230493	1
ERR230494	0
ERR230495	1
ERR230498	0
ERR230499	0
ERR230500	1
ERR230501	0
ERR230502	1
ERR230503	0
ERR230504	1
ERR230505	1
ERR230507	1
ERR230508	1
ERR230509	1
ERR230510	0
ERR230511	0
ERR230512	0
ERR230514	0
ERR230515	1
ERR230516	0
ERR230517	0
ERR230518	1
ERR230519	1
ERR230520	1
ERR230521	0
ERR230523	1
ERR230524	1
ERR230525	1
ERR230526	1
ERR230527	0
ERR230528	1
ERR230531	1
ERR230532	1
ERR230533	1
ERR230534	0
ERR230535	1
ERR230536	1
ERR230538	0
ERR230539	0
ERR230540	1
ERR230541	1
ERR230542	0
ERR230543	0
ERR230544	1
ERR230548	1
ERR230549	1
ERR230551	1
ERR230552	1
ERR230553	1
ERR230554	1
ERR230555	0
ERR230556	0
ERR230557	1
ERR230558	0
ERR230559	0
ERR230560	1
ERR230561	1
ERR230562	1
ERR230563	1
ERR230564	1
ERR230565	1
ERR230566	0
ERR230568	1
ERR230569	1
ERR230571	1
ERR230573	1
ERR230574	1
ERR230576	1
ERR230577	1
ERR230579	0
ERR230580	1
ERR448986	0
ERR448990	0
ERR448991	1
ERR448993	1
ERR448996	0
ERR449001	1
ERR449005	1
ERR449009	0
ERR449010	0
ERR449012	0
ERR449024	0
ERR449025	1
ERR449028	1
ERR449029	0
ERR449030	1
ERR449032	0
ERR449033	1
ERR449036	1
ERR449039	1
ERR449040	0
ERR449042	0
ERR449046	1
ERR449049	1
ERR449053	0
ERR449056	0
ERR449058	1
ERR449059	1
ERR449061	1
ERR449068	1
ERR449072	1
ERR449074	1
ERR449075	1
ERR449078	1
ERR460097	1
ERR460098	0
ERR460099	1
ERR460100	1
ERR460101	1
ERR460102	1
ERR460103	1
ERR460104	0
ERR460106	1
ERR460107	0
ERR460108	0
ERR460109	0
ERR460110	1
ERR460111	0
ERR460112	1
ERR460114	0
ERR460115	1
ERR460116	1
ERR460119	0
ERR460120	0
ERR460122	0
ERR460125	0
ERR590339	1
ERR590340	1
ERR590341	1
ERR590343	1
ERR590345	0
ERR590346	1
ERR590347	0
ERR590349	1
ERR590359	1
ERR590363	1
ERR590364	1
ERR590365	1
ERR590366	1
ERR590367	1
ERR590368	1
ERR646514	0
ERR646516	0
ERR646517	0
ERR646519	0
ERR646520	1
ERR646521	0
ERR646522	0
ERR646525	0
ERR646528	0
ERR654243	1
ERR654245	0
ERR654247	1
ERR654249	1
ERR654250	0
ERR654251	1
ERR654252	1
ERR654253	1
ERR654254	1
ERR654256	1
ERR654258	1
ERR654260	1
ERR654261	0
ERR654262	1
ERR654264	1
ERR654265	1
ERR654267	1
ERR654270	1
ERR654274	1
ERR654275	1
ERR654277	1
ERR654279	1
ERR654280	1
ERR654282	1
SRR10006610	0
SRR10017989	0
SRR10036496	1
SRR10036504	0
SRR10036507	1
SRR10037524	0
SRR10049443	0
SRR10053433	1
SRR10054174	0
SRR10054187	0
SRR10088439	0
SRR10088446	0
SRR10088455	0
SRR10088473	1
SRR10088481	0
SRR10096054	1
SRR10120178	1
SRR10120186	0
SRR10120193	0
SRR10120196	1
SRR10120198	0
SRR10133042	1
SRR10133044	1
SRR10133074	0
SRR10133090	0
SRR10133139	0
SRR10198852	0
SRR10198858	0
SRR10198862	1
SRR10212141	0
SRR10212147	0
SRR10212153	1
SRR10212159	0
SRR10212175	0
SRR10212176	0
SRR10212187	0
SRR10212190	0
SRR10212193	1
SRR10212200	0
SRR10212203	0
SRR10212209	1
SRR10212211	0
SRR10219445	0
SRR10228114	0
SRR10228116	0
SRR10228132	0
SRR10228143	0
SRR10228153	0
SRR10228155	0
SRR10228156	1
SRR10228167	0
SRR10228500	0
SRR10228508	0
SRR10228519	0
SRR10228522	1
SRR10228528	0
SRR10228529	1
SRR10231899	1
SRR10231900	0
SRR10231901	0
SRR10231912	0
SRR10231916	0
SRR10231917	1
SRR10231924	0
SRR10236627	0
SRR10236633	1
SRR10236639	1
SRR10236650	1
SRR10247131	0
SRR10247143	1
SRR10247323	1
SRR10247330	0
SRR10247346	0
SRR10247350	1
SRR10247352	1
SRR10253249	0
SRR10271374	1
SRR10271375	0
SRR10283320	1
SRR10283331	0
SRR10283333	1
SRR10302286	0
SRR10302328	0
SRR10312190	0
SRR10312203	0
SRR10312204	1
SRR10313627	1
SRR10313635	1
SRR10313639	0
SRR10313640	0
SRR10314874	1
SRR10314881	0
SRR10319757	0
SRR10350842	1
SRR10352152	1
SRR10352154	0
SRR10352155	0
SRR10352156	0
SRR10357093	0
SRR10357097	0
SRR10357205	1
SRR10380799	1
SRR10380804	1
SRR10380806	0
SRR10380822	0
SRR10380843	1
SRR10386487	0
SRR10386569	1
SRR10397390	0
SRR10397402	1
SRR10397423	1
SRR10397426	0
SRR10397432	0
SRR10397436	1
SRR10419810	0
SRR10419817	0
SRR10420008	1
SRR10424217	0
SRR10424220	0
SRR10424229	1
SRR10424231	0
SRR10431585	1
SRR10431636	0
SRR10452795	1
SRR10452815	1
SRR10452819	0
SRR10452824	0
SRR10452829	1
SRR10491384	0
SRR10491390	0
SRR10519437	1
SRR10519438	1
SRR10519440	1
SRR10519448	0
SRR10519466	1
SRR10521909	1
SRR10521973	1
SRR10521976	1
SRR10521978	0
SRR10527339	0
SRR10527341	0
SRR10527343	0
SRR10527356	0
SRR10527358	1
SRR10559550	1
SRR10559551	0
SRR10559560	0
SRR10559568	0
SRR10559587	0
SRR10566695	0
SRR10598973	0
SRR10598981	0
SRR10598986	0
SRR10599000	0
SRR10599001	1
SRR10599002	0
SRR10599115	0
SRR10599570	1
SRR10599573	1
SRR10599985	0
SRR10599986	0
SRR10599993	1
SRR10605684	0
SRR10605695	0
SRR10605720	0
SRR10605721	0
SRR10605724	0
SRR10666899	0
SRR10666908	0
SRR10693128	1
SRR10693136	1
SRR10693141	0
SRR10693157	0
SRR10698116	1
SRR10698121	0
SRR10698323	0
SRR10698341	1
SRR10698343	0
SRR10741825	1
SRR10741827	1
SRR10741918	0
SRR10742342	1
SRR10748666	1
SRR10748680	1
SRR10748681	0
SRR10748685	1
SRR10748692	0
SRR10748694	0
SRR10748695	1
SRR10760845	0
SRR10760857	1
SRR10760860	1
SRR10760861	1
SRR10760862	0
SRR10799740	0
SRR10799750	0
SRR10799754	0
SRR10806324	1
SRR10806341	0
SRR10806393	1
SRR10806396	0
SRR10806398	0
SRR10806406	0
SRR10843790	0
SRR10843858	0
SRR10843862	0
SRR10858717	0
SRR10858721	1
SRR10874261	0
SRR10874271	1
SRR10905044	0
SRR10905057	0
SRR10913934	1
SRR10915000	1
SRR10915003	1
SRR10915021	0
SRR10915026	0
SRR10915033	1
SRR10916959	0
SRR10916963	0
SRR10916968	1
SRR10916980	0
SRR10916981	0
SRR10916984	0
SRR10962087	0
SRR10962088	0
SRR10962089	0
SRR10962091	0
SRR10962092	0
SRR10962097	1
SRR10962108	1
SRR10962113	1
SRR10962230	0
SRR10962231	0
SRR10971400	1
SRR10971436	0
SRR10985490	0
SRR10985491	0
SRR10985494	0
SRR10985500	0
SRR10985501	0
SRR10997087	1
SRR10997351	0
SRR11006958	0
SRR11006960	1
SRR11016595	0
SRR11016600	0
SRR11016702	1
SRR11041452	0
SRR11041456	1
SRR11041487	0
SRR11041499	1
SRR11041519	0
SRR11048310	0
SRR11048322	0
SRR11048328	0
SRR11048329	0
SRR11068389	1
SRR11068394	0
SRR11080606	0
SRR11080607	0
SRR11080617	0
SRR11080618	0
SRR11080619	1
SRR11080620	1
SRR11080623	1
SRR11096681	0
SRR11096685	0
SRR11096691	1
SRR11096694	0
SRR11096713	1
SRR11142341	0
SRR11142358	0
SRR11142361	1
SRR11180167	1
SRR11195320	0
SRR11195325	1
SRR11195326	0
SRR11195327	1
SRR11195328	0
SRR11195334	0
SRR11206372	1
SRR11206398	0
SRR11206400	0
SRR11206402	0
SRR11206568	0
SRR11206912	0
SRR11212398	1
SRR11215160	0
SRR11215164	0
SRR11215180	0
SRR11215193	1
SRR11215200	1
SRR11215202	1
SRR11215210	1
SRR11215225	1
SRR11215233	0
SRR11360967	0
SRR11361008	0
SRR11361147	0
SRR11361235	0
SRR11361578	0
SRR11361711	1
SRR11361714	0
SRR11361728	0
SRR11361731	1
SRR11361733	0
SRR11361744	1
SRR11361759	1
SRR11361776	1
SRR11361781	1
SRR11361784	1
SRR11361809	0
SRR11361810	0
SRR11361813	1
SRR11361814	1
SRR11361837	0
SRR11361838	1
SRR11361844	0
SRR11361845	0
SRR11361849	1
SRR11361851	0
SRR11363369	0
SRR11363372	0
SRR11363387	0
SRR11363389	0
SRR11363396	0
SRR11425048	0
SRR11425058	1
SRR11442266	0
SRR11442283	0
SRR11442285	0
SRR11442291	1
SRR11442292	1
SRR11442294	0
SRR11479164	1
SRR11479804	0
SRR11488034	0
SRR11488040	1
SRR11488047	1
SRR11488051	0
SRR11488768	0
SRR11488772	0
SRR11488794	1
SRR11488798	0
SRR11516122	0
SRR11516669	1
SRR11583524	1
SRR11583531	1
SRR11583620	1
SRR11583623	1
SRR11608756	0
SRR11646428	0
SRR11646431	1
SRR11657089	1
SRR11657090	1
SRR11741246	1
SRR11741248	1
SRR11856666	0
SRR11856667	0
SRR11885015	1
SRR11885018	1
SRR11927468	1
SRR11936651	1
SRR11937150	1
SRR11977806	0
SRR12005295	1
SRR12005297	0
SRR12010341	0
SRR12010343	1
SRR12010387	1
SRR12046608	1
SRR12062819	1
SRR12062830	1
SRR12091840	1
SRR12103262	1
SRR12109935	1
SRR12109940	1
SRR12144663	1
SRR12145919	1
SRR12147800	1
SRR12175199	1
SRR12175200	1
SRR12175203	0
SRR12175205	0
SRR12175226	1
SRR12200421	1
SRR12200422	1
SRR12251250	0
SRR12251251	1
SRR12346042	1
SRR12354733	0
SRR12354740	1
SRR12403479	0
SRR12403547	1
SRR12403570	1
SRR12415949	1
SRR12415953	1
SRR12450151	1
SRR12450161	1
SRR12455219	1
SRR12455227	1
SRR12457665	1
SRR12470236	1
SRR12470239	1
SRR12486099	1
SRR12486105	0
SRR12503047	1
SRR12535027	1
SRR12535031	0
SRR12541331	1
SRR12555988	0
SRR12594509	1
SRR12598696	1
SRR12598705	1
SRR12622145	1
SRR12625825	0
SRR12625849	1
SRR12625856	1
SRR12630748	1
SRR12634731	1
SRR12635470	1
SRR12635479	1
SRR12672098	1
SRR12672114	1
SRR12672118	1
SRR12683895	1
SRR12683897	1
SRR12683901	1
SRR12683907	0
SRR12707436	0
SRR12707441	1
SRR12707444	1
SRR12707445	1
SRR12718019	1
SRR12762080	1
SRR12768317	1
SRR12768334	1
SRR12803198	1
SRR12813866	0
SRR12813868	1
SRR12813871	1
SRR12826320	1
SRR12826321	1
SRR12840978	0
SRR12884843	1
SRR12958967	1
SRR12963020	0
SRR12963052	1
SRR12994937	0
SRR13008260	1
SRR13012050	1
SRR13049236	1
SRR13057898	1
SRR13061437	1
SRR13061439	0
SRR13061444	1
SRR13092448	0
SRR13092449	1
SRR13092450	0
SRR13092451	1
SRR13092455	0
SRR13128420	1
SRR13153584	1
SRR13153587	1
SRR13153594	0
SRR13153600	1
SRR13153601	0
SRR13163202	1
SRR13168759	0
SRR13168771	1
SRR13168778	0
SRR13168781	0
SRR13193899	1
SRR13202279	1
SRR13239051	1
SRR13248074	1
SRR13253704	1
SRR13253802	0
SRR13253936	0
SRR13253937	0
SRR13253939	1
SRR13268998	1
SRR13278381	1
SRR13278383	1
SRR13278387	1
SRR13310633	1
SRR13310645	1
SRR13332232	1
SRR13389147	0
SRR13389148	0
SRR13389153	0
SRR13394068	1
SRR13394071	1
SRR13394072	0
SRR13394074	1
SRR3289510	1
SRR3289511	1
SRR3289512	0
SRR3289513	0
SRR3289517	0
SRR3289518	1
SRR3289519	0
SRR3289520	1
SRR3289522	0
SRR3289524	0
SRR3289525	0
SRR3289526	0
SRR3289528	1
SRR3289531	0
SRR3289532	0
SRR3289534	0
SRR3289538	1
SRR3289541	0
SRR3289542	1
SRR3289545	1
SRR3289549	0
SRR3289551	1
SRR3289552	0
SRR3289553	0
SRR3289556	0
SRR3289567	0
SRR3289568	0
SRR3289570	0
SRR3289572	0
SRR3289576	0
SRR3289577	0
SRR3289578	1
SRR3289579	0
SRR3289580	0
SRR3289581	0
SRR3289582	1
SRR3289583	0
SRR3289585	0
SRR3289586	0
SRR3289587	1
SRR3289589	0
SRR3289590	0
SRR3289592	1
SRR3289594	0
SRR3289595	0
SRR3289596	0
SRR3289597	0
SRR3289599	1
SRR3289601	0
SRR3289602	0
SRR3289603	1
SRR3289604	0
SRR3289606	0
SRR3289607	0
SRR3289609	0
SRR3289610	1
SRR3289611	1
SRR3289613	0
SRR3289614	0
SRR3289615	0
SRR3289617	0
SRR3289618	0
SRR3289621	0
SRR3289622	1
SRR3360203	1
SRR3360204	0
SRR3360205	0
SRR3360209	0
SRR3360213	1
SRR3360228	1
SRR3360229	0
SRR3530569	0
SRR3530583	0
SRR3531663	1
SRR3531888	0
SRR3531911	0
SRR3742263	1
SRR3742266	0
SRR3742269	0
SRR4178709	0
SRR4179380	0
SRR4181442	1
SRR4181482	0
SRR4181494	1
SRR4181511	1
SRR4181520	0
SRR4181521	0
SRR4181540	1
SRR4181542	0
SRR4181556	0
SRR4181559	1
SRR4181562	0
SRR4181575	1
SRR4181591	0
SRR4181595	1
SRR4184711	0
SRR4184721	0
SRR4184748	0
SRR4184753	0
SRR4184756	0
SRR4184757	0
SRR4184813	1
SRR4184827	0
SRR4184838	1
SRR4184843	0
SRR4184852	0
SRR4184862	1
SRR4184864	0
SRR4192070	0
SRR4192076	0
SRR4192082	1
SRR4192091	0
SRR4192107	0
SRR4192116	1
SRR4192120	1
SRR4192122	0
SRR4192124	0
SRR4192125	0
SRR4192131	0
SRR4192132	0
SRR4192139	1
SRR4192404	1
SRR4193176	1
SRR4193479	0
SRR4193548	0
SRR4193616	0
SRR4193889	0
SRR4193920	0
SRR4195478	0
SRR4195479	0
SRR4195482	0
SRR4195490	1
SRR4195493	1
SRR4195623	0
SRR4195636	0
SRR4195640	1
SRR4195712	0
SRR4195717	1
SRR4195728	0
SRR4195730	1
SRR4195731	1
SRR4195737	1
SRR4195742	1
SRR4195744	1
SRR4195746	0
SRR4195751	1
SRR4195768	0
SRR4195772	0
SRR4195773	0
SRR4195777	1
SRR4195780	1
SRR4786191	0
SRR4786217	0
SRR4786247	1
SRR4786268	0
SRR4786323	0
SRR4786382	0
SRR4786447	1
SRR4786528	1
SRR4786635	0
SRR4786747	0
SRR4786753	0
SRR4786762	0
SRR4786828	1
SRR4786848	1
SRR4786851	0
SRR4786907	1
SRR4786994	1
SRR4787053	0
SRR4787072	0
SRR4787076	0
SRR4787082	0
SRR4787144	0
SRR4787149	0
SRR4787162	0
SRR4787171	0
SRR4787174	0
SRR4787181	0
SRR4787182	0
SRR4787184	0
SRR4787198	1
SRR4787200	1
SRR4787206	1
SRR4787212	1
SRR4787220	0
SRR4787232	0
SRR4787233	1
SRR4787236	0
SRR4787268	0
SRR4787273	1
SRR4787275	0
SRR4787286	0
SRR4787303	0
SRR4787321	0
SRR4787325	0
SRR4787346	0
SRR4787353	0
SRR4787359	1
SRR4787368	1
SRR4787392	0
SRR4787397	0
SRR4787400	1
SRR4787403	1
SRR4787414	1
SRR4787415	1
SRR4787436	0
SRR4787719	0
SRR4787733	1
SRR4787735	0
SRR4787737	0
SRR4787747	0
SRR4787771	0
SRR4787773	1
SRR4787779	0
SRR4787782	0
SRR4787792	0
SRR4787807	1
SRR4787809	1
SRR4787814	1
SRR4787830	1
SRR4787838	0
SRR4787845	0
SRR4787848	0
SRR4787851	0
SRR4787853	0
SRR4787857	1
SRR4787862	1
SRR4787865	1
SRR4787880	0
SRR4787885	0
SRR4787886	0
SRR4787888	1
SRR4787890	0
SRR4787891	0
SRR4787892	0
SRR4787899	0
SRR4787903	1
SRR4787909	1
SRR4788093	1
SRR4788107	0
SRR4788109	1
SRR4788110	0
SRR4788121	1
SRR4788125	1
SRR4788128	0
SRR4788130	0
SRR4788135	1
SRR4788136	1
SRR4788152	1
SRR4788155	0
SRR4788156	1
SRR4788158	0
SRR4788180	1
SRR4788182	0
SRR4788183	0
SRR4788187	0
SRR4788193	0
SRR4788196	1
SRR4788205	1
SRR4788207	1
SRR4788219	0
SRR4788220	1
SRR4788225	0
SRR4788228	0
SRR4788248	1
SRR4788254	1
SRR4788260	0
SRR4788261	0
SRR4788268	1
SRR4788284	0
SRR4788287	0
SRR4788295	1
SRR4788312	0
SRR4788314	0
SRR4788315	0
SRR4788325	0
SRR4788327	1
SRR4788340	0
SRR4788346	0
SRR4788348	0
SRR4788351	0
SRR4788358	1
SRR4788360	0
SRR4788365	0
SRR4788368	1
SRR4788373	0
SRR4788408	0
SRR4897016	0
SRR4897019	0
SRR4897044	0
SRR4897054	0
SRR4897081	1
SRR4897092	0
SRR4897111	0
SRR4897127	0
SRR4897158	0
SRR4897169	0
SRR4897188	0
SRR4897203	1
SRR4897205	0
SRR4897211	0
SRR4897221	1
SRR4897225	0
SRR4897242	1
SRR4897243	0
SRR4897249	0
SRR4897253	1
SRR4897256	0
SRR4897291	0
SRR4897298	0
SRR4897309	1
SRR4897317	1
SRR4897323	1
SRR4897333	1
SRR4897343	1
SRR4897356	0
SRR4897358	0
SRR4897391	0
SRR4897393	0
SRR4897404	0
SRR4897405	0
SRR4897407	0
SRR4897408	0
SRR4897412	0
SRR4897418	0
SRR4897424	1
SRR4897429	0
SRR4897430	0
SRR4897436	1
SRR4897440	1
SRR4897451	0
SRR4897462	0
SRR4897465	0
SRR4897473	0
SRR4897481	0
SRR4897484	0
SRR4897493	0
SRR4897500	0
SRR4897503	1
SRR4897506	0
SRR4897512	0
SRR4897513	0
SRR4897528	1
SRR4897546	0
SRR4897560	1
SRR4897561	0
SRR4897564	0
SRR4897578	0
SRR4897583	0
SRR4897588	0
SRR4897598	0
SRR4897611	0
SRR4897612	1
SRR4897624	1
SRR4897627	1
SRR4897629	0
SRR4897630	0
SRR4897654	0
SRR4897667	0
SRR4897670	0
SRR4897671	0
SRR4897674	0
SRR4897679	0
SRR4897690	0
SRR4897700	1
SRR4897701	0
SRR4897709	0
SRR4897712	0
SRR4897726	1
SRR4897737	1
SRR4897753	0
SRR4897760	1
SRR4897768	0
SRR4897772	0
SRR4897785	0
SRR4897808	1
SRR4897811	1
SRR4897819	1
SRR5005284	0
SRR5005302	1
SRR5005324	0
SRR5005351	1
SRR5005356	0
SRR5005357	0
SRR5005358	0
SRR5005408	1
SRR5005414	0
SRR5005425	0
SRR5005436	1
SRR5005492	1
SRR5005510	0
SRR5005543	0
SRR5005546	0
SRR5005557	1
SRR5005562	1
SRR5005565	0
SRR5005605	1
SRR5005610	0
SRR5006021	0
SRR5006043	0
SRR5006046	1
SRR5006056	1
SRR5006062	0
SRR5006069	0
SRR5006082	0
SRR5006085	1
SRR5006089	1
SRR5006090	1
SRR5006097	0
SRR5006145	0
SRR5006337	0
SRR5006347	0
SRR5006367	1
SRR5006380	0
SRR5006392	0
SRR5006397	0
SRR5006411	1
SRR5006425	1
SRR5006430	1
SRR5017288	0
SRR5017306	0
SRR5017320	1
SRR5017395	0
SRR5017396	0
SRR5017397	0
SRR5017399	0
SRR5017464	0
SRR5017484	1
SRR5017531	0
SRR5017612	0
SRR5017976	0
SRR5017979	1
SRR5018095	0
SRR5018248	0
SRR5018268	0
SRR5018280	0
SRR5018285	0
SRR5018287	0
SRR5018302	0
SRR5018304	1
SRR5018306	1
SRR5018321	1
SRR5018338	0
SRR5018355	1
SRR5018357	0
SRR5018378	1
SRR5018380	0
SRR5018381	0
SRR5018389	1
SRR5018398	0
SRR5023688	1
SRR5023694	0
SRR5023773	0
SRR5023774	0
SRR5023826	1
SRR5023831	0
SRR5023871	0
SRR5023878	1
SRR5023883	0
SRR5023884	0
SRR5023892	0
SRR5023937	0
SRR5024075	1
SRR5024158	0
SRR5024161	1
SRR5024165	0
SRR5024182	0
SRR5024185	1
SRR5024195	1
SRR5024196	0
SRR5024200	0
SRR5024201	0
SRR5024217	1
SRR5024228	0
SRR5024240	0
SRR5024259	0
SRR5024270	0
SRR5024294	0
SRR5024315	0
SRR5024318	0
SRR5024322	1
SRR5024323	0
SRR5024449	1
SRR5024456	0
SRR5024479	1
SRR5024489	0
SRR5024510	0
SRR5024516	1
SRR5024532	1
SRR5029661	1
SRR5029667	0
SRR5029678	1
SRR5029697	1
SRR5029698	0
SRR5029804	0
SRR5029822	1
SRR5029853	1
SRR5029861	1
SRR5454496	0
SRR5454497	0
SRR5454563	0
SRR7172058	1
SRR7172066	0
SRR7172068	0
SRR7172155	1
SRR7172158	0
SRR7172259	0
SRR7172266	0
SRR7172272	0
SRR7172275	0
SRR7172278	1
SRR7172283	0
SRR7172284	0
SRR7172293	0
SRR7172296	0
SRR7172409	0
SRR7172411	0
SRR7172415	0
SRR7172419	1
SRR7172421	1
SRR7172422	0
SRR7172423	1
SRR7172438	0
SRR7172452	1
SRR7172607	0
SRR7179817	0
SRR7179822	0
SRR7179828	0
SRR7179850	0
SRR7179867	1
SRR7179906	0
SRR7179907	0
SRR7179952	0
SRR7179966	1
SRR7180010	1
SRR7184204	0
SRR7184212	0
SRR7184215	0
SRR7184222	0
SRR7184224	1
SRR7184226	0
SRR7184243	1
SRR7184250	0
SRR7184253	1
SRR7184254	1
SRR7184260	0
SRR7184265	0
SRR7184266	1
SRR7184273	0
SRR7184308	0
SRR7184329	0
SRR7184339	1
SRR7184341	0
SRR7184380	0
SRR7184395	0
SRR7186904	0
SRR7186906	0
SRR7186909	0
SRR7186911	1
SRR7186917	1
SRR7186925	0
SRR7186936	0
SRR7186947	0
SRR7186970	0
SRR7187001	0
SRR7187009	1
SRR7187024	0
SRR7187028	0
SRR7187029	1
SRR7187054	1
SRR7187060	0
SRR7187062	1
SRR7187066	0
SRR7187093	1
SRR7187098	0
SRR7187533	0
SRR7187753	1
SRR7187754	1
SRR7187756	0
SRR7187772	1
SRR7187779	1
SRR7187787	0
SRR7187791	1
SRR7187797	1
SRR7187818	0
SRR7187825	0
SRR7187827	0
SRR7187828	1
SRR7187830	0
SRR7187832	0
SRR7187840	0
SRR7187849	0
SRR7187853	0
SRR7187872	0
SRR7187884	0
SRR7187919	0
SRR7191547	0
SRR7191551	0
SRR7191553	0
SRR7191557	0
SRR7191561	0
SRR7191564	0
SRR7191574	1
SRR7191683	0
SRR7191692	1
SRR7191699	0
SRR7191730	0
SRR7204198	0
SRR7204201	0
SRR7204203	1
SRR7204217	0
SRR7204328	0
SRR7204344	0
SRR7204353	1
SRR7204361	1
SRR7204368	0
SRR7204377	0
SRR7204383	0
SRR7204403	0
SRR7204429	0
SRR7204432	0
SRR7208462	0
SRR7208626	0
SRR7208633	1
SRR7208792	1
SRR7208796	0
SRR7208801	0
SRR7208994	0
SRR7208997	1
SRR7209000	0
SRR7209029	0
SRR7209035	0
SRR7209040	1
SRR7209048	1
SRR7209054	0
SRR7215283	0
SRR7215286	1
SRR7215296	0
SRR7215477	1
SRR7215478	0
SRR7215520	1
SRR7215524	1
SRR7215574	1
SRR7215896	0
SRR7215897	0
SRR7215913	1
SRR7215916	0
SRR7215919	0
SRR7215920	1
SRR7215932	1
SRR7215933	1
SRR7215943	0
SRR7215944	1
SRR7215945	0
SRR7215951	0
SRR7215955	1
SRR7215959	0
SRR7221030	1
SRR7221032	1
SRR7221033	1
SRR7221037	0
SRR7221097	1
